ts,symbol,funding_pct_8h,annual_funding_pct,mark_price,hedgeable,go
2026-07-25T19:15:09+00:00,ETHUSD,-0.00058,-0.64,1875.01742323,True,False
2026-07-25T19:15:09+00:00,BTCUSD,0.00975,10.68,64406.42890601,True,False
2026-07-25T19:25:35+00:00,XRPUSD,0.01,10.95,1.1011307,True,False
2026-07-25T19:25:35+00:00,SOLUSD,0.01,10.95,74.62368402,True,False
2026-07-25T19:25:35+00:00,ETHUSD,-0.00099,-1.09,1874.81461988,True,False
2026-07-25T19:25:35+00:00,BTCUSD,0.00954,10.45,64392.43144246,True,False
2026-07-25T19:36:01+00:00,XRPUSD,0.01,10.95,1.09984916,True,False
2026-07-25T19:36:01+00:00,SOLUSD,0.01,10.95,74.56583773,True,False
2026-07-25T19:36:01+00:00,ETHUSD,-0.00117,-1.28,1874.8712024,True,False
2026-07-25T19:36:01+00:00,BTCUSD,0.00936,10.25,64388.39707892,True,False
2026-07-25T19:46:27+00:00,XRPUSD,0.01,10.95,1.09968288,True,False
2026-07-25T19:46:27+00:00,SOLUSD,0.01,10.95,74.55768424,True,False
2026-07-25T19:46:27+00:00,ETHUSD,-0.00133,-1.45,1874.01618206,True,False
2026-07-25T19:46:27+00:00,BTCUSD,0.00932,10.21,64368.64541428,True,False
2026-07-25T19:56:53+00:00,XRPUSD,0.01,10.95,1.10116152,True,False
2026-07-25T19:56:53+00:00,SOLUSD,0.01,10.95,74.62756688,True,False
2026-07-25T19:56:53+00:00,ETHUSD,-0.00163,-1.78,1875.53187695,True,False
2026-07-25T19:56:53+00:00,BTCUSD,0.00942,10.31,64405.57773437,True,False
2026-07-25T20:07:18+00:00,XRPUSD,0.01,10.95,1.10017351,True,False
2026-07-25T20:07:18+00:00,SOLUSD,0.01,10.95,74.49047372,True,False
2026-07-25T20:07:18+00:00,ETHUSD,-0.00183,-2.0,1873.03949325,True,False
2026-07-25T20:07:18+00:00,BTCUSD,0.0095,10.41,64337.9129721,True,False
2026-07-25T20:28:43+00:00,XRPUSD,0.01,10.95,1.10045756,True,False
2026-07-25T20:28:43+00:00,SOLUSD,0.01,10.95,74.48374399,True,False
2026-07-25T20:28:43+00:00,ETHUSD,-0.00226,-2.47,1871.3896078,True,False
2026-07-25T20:28:43+00:00,BTCUSD,0.0097,10.62,64352.10311455,True,False
2026-07-25T20:39:17+00:00,XRPUSD,0.01,10.95,1.09977581,True,False
2026-07-25T20:39:17+00:00,SOLUSD,0.01,10.95,74.42769831,True,False
2026-07-25T20:39:17+00:00,ETHUSD,-0.00229,-2.5,1870.06764637,True,False
2026-07-25T20:39:17+00:00,BTCUSD,0.00993,10.87,64303.32653239,True,False
2026-07-25T20:49:51+00:00,XRPUSD,0.01,10.95,1.09892284,True,False
2026-07-25T20:49:51+00:00,SOLUSD,0.01,10.95,74.42550064,True,False
2026-07-25T20:49:51+00:00,ETHUSD,-0.0024,-2.63,1870.56909332,True,False
2026-07-25T20:49:51+00:00,BTCUSD,0.01,10.95,64311.15237563,True,False
2026-07-25T21:00:26+00:00,XRPUSD,0.01,10.95,1.0987708,True,False
2026-07-25T21:00:26+00:00,SOLUSD,0.01,10.95,74.43191997,True,False
2026-07-25T21:00:26+00:00,ETHUSD,-0.00252,-2.76,1871.48398656,True,False
2026-07-25T21:00:26+00:00,BTCUSD,0.01,10.95,64315.38497407,True,False
2026-07-25T21:11:00+00:00,XRPUSD,0.01,10.95,1.09894548,True,False
2026-07-25T21:11:00+00:00,SOLUSD,0.01,10.95,74.35105327,True,False
2026-07-25T21:11:00+00:00,ETHUSD,-0.00257,-2.82,1868.93879759,True,False
2026-07-25T21:11:00+00:00,BTCUSD,0.01,10.95,64287.93813955,True,False
2026-07-25T21:21:35+00:00,XRPUSD,0.01,10.95,1.09815866,True,False
2026-07-25T21:21:35+00:00,SOLUSD,0.01,10.95,74.32921694,True,False
2026-07-25T21:21:35+00:00,ETHUSD,-0.0028,-3.06,1869.21301792,True,False
2026-07-25T21:21:35+00:00,BTCUSD,0.01,10.95,64251.76109588,True,False
2026-07-25T21:32:09+00:00,XRPUSD,0.01,10.95,1.09930217,True,False
2026-07-25T21:32:09+00:00,SOLUSD,0.01,10.95,74.45697911,True,False
2026-07-25T21:32:09+00:00,ETHUSD,-0.00286,-3.14,1870.64395872,True,False
2026-07-25T21:32:09+00:00,BTCUSD,0.01,10.95,64293.08354637,True,False
2026-07-25T21:42:44+00:00,XRPUSD,0.01,10.95,1.1001407,True,False
2026-07-25T21:42:44+00:00,SOLUSD,0.01,10.95,74.52414298,True,False
2026-07-25T21:42:44+00:00,ETHUSD,-0.00298,-3.27,1870.75335855,True,False
